id;key;name;title;releasedate;popularity_spot;popularity;winrate;banrate;averageKDA;pentas/match;blurb;attack;defense;magic;difficulty;role;rangetype;tags;partype;hp;hpperlevel;mp;mpperlevel;movespeed;armor;armorperlevel;spellblock;spellblockperlevel;attackrange;hpregen;hpregenperlevel;mpregen;mpregenperlevel;attackdamage;attackdamageperlevel;attackspeed;attackspeedperlevel;spell1_name;spell1_description;spell1_cost;spell1_cooldown;spell2_name;spell2_description;spell2_cost;spell2_cooldown;spell3_name;spell3_description;spell3_cost;spell3_cooldown;ulti_name;ulti_description;ulti_cost;ulti_cooldown
KogMaw;96;Kog'Maw;the Mouth of the Abyss;24/6/2010;114;3.7%;52.8%;1.6%;8.2/6.7/7.0;0.0018;Belched forth from a rotting Void incursion deep in the wastelands of Icathia, Kog'Maw is an inquisitive yet putrid creature with a caustic, gaping mouth. This particular Void-spawn needs to gnaw and drool on anything within reach to truly understand it...;8;2;5;6;Bottom;Ranged;Marksman,Mage;Mana;534;88;325;40;330;24;3.5;30;0.5;500;3.75;0.55;8.75;0.7;61;3.11;0.665;2.65;Caustic Spittle;Kog'Maw launches a corrosive projectile which deals magic damage and corrodes the target's armor and magic resist for a short time. Kog'Maw also gains additional attack speed.;40/40/40/40/40;8/8/8/8/8;Bio-Arcane Barrage;Kog'Maw's attacks gain range and deal a percent of the target's maximum health as magic damage.;40/40/40/40/40;17/17/17/17/17;Void Ooze;Kog'Maw launches a peculiar ooze which damages all enemies it passes through and leaves a trail which slows enemies who stand on it.;80/90/100/110/120;12/12/12/12/12;Living Artillery;Kog'Maw fires an artillery shell at a great distance dealing magic damage (increased significantly on low health enemies) and revealing non-stealthed targets. Additionally, multiple Living Artilleries in a short period of time cause them to cost additional Mana.;40/40/40;2/1.5/1
Ksante;897;K'sante;The Pride of Nazumah;2/11/2022;116;3.7%;42.8%;2.1%;4.5/5.7/5.8;0.0002;Defiant and courageous, K'Sante battles colossal beasts and ruthless Ascended to protect his home of Nazumah, a coveted oasis amid the sands of Shurima. But after a falling-out with his former partner, K'Sante realizes that in order to become a warriorÖ;;;;9;Top;Melee;Warden,Skirmisher;Mana;625;120;320;60.0;330;33;5.2;30;2.1;175;9.5;1.0;7.0;1.0;64;3.5;0.625;2.5;Ntofo Strikes;Strike a weapon forward, damaging and slowing all enemies in a short line. On hit, grants a stack for a few seconds. At 2 stacks, this skill fires a shockwave that pulls enemies in.;20/20/20/20/20;3.5?2/3.5?2/3.5?2/3.5?2/3.5?2/;Path Maker;K'Sante charges up before dashing. K'Sante is unstoppable and takes less damage while charging. Any targets hit by the dash are knocked to the end of the dash and stunned.;40/45/50/55/60;24/22/20/18/16;Footwork;K'Sante will dash to an ally and both will gain a shield. If there is no ally, K'Sante will still dash to the location at a reduced range and gain a shield.;45/50/55/60/65;10/9.5/9/8.5/8;All Out;K'Sante smashes an enemy away. If the enemy hits a wall they will go through the wall taking more damage. K'Sante will appear behind the target and goes All Out by shredding his defenses but greatly increasing his damage.;100/100/100;120/100/80
Leblanc;7;LeBlanc;the Deceiver;2/11/2010;39;7.9%;50.4%;24.3%;7.9/5.3/6.7;0.0005;Mysterious even to other members of the Black Rose cabal, LeBlanc is but one of many names for a pale woman who has manipulated people and events since the earliest days of Noxus. Using her magic to mirror herself, the sorceress can appear to anyone...;1;4;10;9;Middle;Ranged;Assassin,Mage;Mana;528;92;334;50;340;21.88;3.5;30;0.5;525;7.5;0.55;6;0.8;54.88;3.5;0.625;1.4;Sigil of Malice;LeBlanc projects a sigil, dealing damage and marking the target for 3.5 seconds. Damaging the marked target with an ability detonates the sigil, dealing additional damage.;50/60/70/80/90;6/6/6/6/6;Distortion;LeBlanc dashes to a location, dealing damage to enemies near her destination. For the next 4 seconds, activate Distortion again to return LeBlanc to her starting location.;60/75/90/105/120;18/16/14/12/10;Ethereal Chains;LeBlanc launches a chain that shackles the first enemy hit. If the target remains shackled for 1.5 seconds, LeBlanc roots them and deals additional damage.;70/70/70/70/70;14/13.25/12.5/11.75/11;Mimic;LeBlanc casts a mimicked version of one of her basic spells.;0/0/0;60/45/30
LeeSin;64;Lee Sin;the Blind Monk;1/4/2011;6;16.5%;47.8%;13.7%;7.4/6.0/8.3;0.0005;A master of Ionia's ancient martial arts, Lee Sin is a principled fighter who channels the essence of the dragon spirit to face any challenge. Though he lost his sight many years ago, the warrior-monk has devoted his life to protecting his homeland...;8;5;3;6;Jungle;Melee;Fighter,Assassin;Energy;575;85;200;0;345;33;3.7;32.1;1.25;125;7.5;0.7;50;0;70;3.2;0.651;3;Sonic Wave / Resonating Strike;Sonic Wave: Lee Sin projects a discordant wave of sound to locate his enemies, dealing physical damage to the first enemy it encounters. If Sonic Wave hits, Lee Sin can cast Resonating Strike for the next 3 seconds.<br>Resonating Strike: Lee Sin dashes to the enemy hit by Sonic Wave, dealing physical damage based on the target's missing Health.;50/50/50/50/50;11/10/9/8/7;Safeguard / Iron Will;Safeguard: Lee Sin rushes to target ally, shielding himself from damage. If the ally is a champion, they are also shielded. After using Safeguard, Lee Sin can cast Iron Will for the next 3 seconds.<br>Iron Will: Lee Sin's intense training allows him to thrive in battle. For 4 seconds, Lee Sin gains Life Steal and Spell Vamp.;50/50/50/50/50;12/12/12/12/12;Tempest / Cripple;Tempest: Lee Sin smashes the ground, sending out a shockwave that deals magic damage and reveals enemy units hit. If Tempest hits an enemy, Lee Sin can cast cripple for the next 3 seconds.<br>Cripple: Lee Sin cripples nearby enemies damaged by Tempest, reducing their Movement Speed for 4 seconds. Movement Speed recovers gradually over the duration.;50/50/50/50/50;10/10/10/10/10;Dragon's Rage;Lee Sin performs a powerful roundhouse kick launching his target back, dealing physical damage to the target and any enemies they collide with. Enemies the target collides with are knocked into the air for a short duration. This technique was taught to him by Jesse Perring, although Lee Sin does not kick players off the map.;0/0/0;110/85/60
Leona;89;Leona;the Radiant Dawn;13/7/2011;38;7.9%;49.6%;15.1%;1.9/6.4/13.8;0.0000;Imbued with the fire of the sun, Leona is a holy warrior of the Solari who defends Mount Targon with her Zenith Blade and the Shield of Daybreak. Her skin shimmers with starfire while her eyes burn with the power of the celestial Aspect within her...;4;8;3;4;Support;Melee;Tank,Support;Mana;576.16;87;302.2;40;335;47;3.6;32.1;1.25;125;8.5;0.85;6;0.8;60.04;3;0.625;2.9;Shield of Daybreak;Leona uses her shield to perform her next basic attack, dealing bonus magic damage and stunning the target.;45/50/55/60/65;5/5/5/5/5;Eclipse;Leona raises her shield to gain Damage Reduction, Armor, and Magic Resist. When the duration first ends, if there are nearby enemies, she will deal magic damage to them and prolong the duration of the effect.;60/60/60/60/60;14/13/12/11/10;Zenith Blade;Leona projects a solar image of her sword, dealing magic damage to all enemies in a line. When the image fades, the last enemy champion struck will be briefly immobilized and Leona will dash to them.;60/60/60/60/60;12/10.5/9/7.5/6;Solar Flare;Leona calls down a beam of solar energy, dealing damage to enemies in an area. Enemies in the center of the area are stunned, while enemies on the outside are slowed.;100/100/100;90/75/60
Lillia;876;Lillia;The Bashful Bloom;22/7/2020;58;6.2%;51.3%;12.5%;6.5/5.3/8.5;0.0010;Intensely shy, the fae fawn Lillia skittishly wanders Ionia's forests. Hiding just out of sight of mortalsówhose mysterious natures have long captivated, but intimidated, heróLillia hopes to discover why their dreams no longer reach the ancient Dreaming...;;;;8;Jungle;Melee;Skirmisher;Mana;605;105;410;50.0;330;22;5.2;32;1.55;325;2.5;0.55;11.5;0.95;61;3.1;0.625;2.7;Blooming Blows;Passively, Lillia gains stacking Move Speed when hitting enemies with spells. She can activate this to deal magic damage to nearby enemies, dealing extra true damage on the edge.;65/65/65/65/65/65;6/5.5/5/4.5/4;Watch Out! Eep!;Lillia deals damage in a nearby area, dealing heavy damage in the center.;50/50/50/50/50;14/13/12/11/10;Swirlseed;Lillia hurls a seed that damages and slows those it lands on. If it doesn't hit anything, it will continue rolling until it hits a wall or target.;70/70/70/70/70;14/14/14/14/14;Lilting Lullaby;Lillia causes all enemies with Dream Dust on them to become Drowsy before falling asleep. Those enemies will take extra damage on being forcibly woken up.;50/50/50;150/130/110
Lissandra;127;Lissandra;the Ice Witch;30/4/2013;89;4.6%;50.9%;3.0%;5.6/6.1/8.9;0.0005;Lissandra's magic twists the pure power of ice into something dark and terrible. With the force of her black ice, she does more than freeze‚Äîshe impales and crushes those who oppose her. To the terrified denizens of the north, she is known only as ''The...;2;5;8;6;Middle;Ranged;Mage;Mana;550;90;475;30;325;22;3.7;30;0.5;550;7;0.55;8;0.4;53;2.7;0.656;1.36;Ice Shard;Throws a spear of ice that shatters when it hits an enemy, dealing magic damage and slowing Movement Speed. Shards pass through the target, dealing the same damage to other enemies hit.;60/65/70/75/80;8/7/6/5/4;Ring of Frost;Freezes nearby enemies in ice, dealing magic damage and rooting them.;40/40/40/40/40;14/13/12/11/10;Glacial Path;Lissandra creates an ice claw that deals magic damage. Reactivating this ability transports Lissandra to the claw's current location.;80/85/90/95/100;24/21/18/15/12;Frozen Tomb;If cast on an enemy champion, the target is frozen solid, stunning it. If cast on Lissandra, she encases herself in dark ice, healing herself while becoming untargetable and invulnerable. Dark ice then emanates from the target dealing magic damage to enemies and slowing Movement Speed.;100/100/100;120/100/80
Lucian;236;Lucian;the Purifier;22/8/2013;23;9.5%;49.3%;2.1%;8.3/6.1/6.1;0.0028;Lucian, a Sentinel of Light, is a grim hunter of undying spirits, pursuing them relentlessly and annihilating them with his twin relic pistols. After the wraith Thresh slew his wife, Lucian embarked on the path of vengeance‚Äîbut even with her return to...;8;5;3;6;Bottom;Ranged;Marksman;Mana;571;86;348.88;38;335;28;3;30;0.5;500;3.75;0.65;8.176;0.7;64;2.75;0.638;3.3;Piercing Light;Lucian shoots a bolt of piercing light through a target.;50/60/70/80/90;9/8/7/6/5;Ardent Blaze;Lucian shoots a missile that explodes in a star shape, marking and briefly revealing enemies. Lucian gains Movement Speed for attacking marked enemies.;70/70/70/70/70;14/13/12/11/10;Relentless Pursuit;Lucian quickly dashes a short distance. Lightslinger attacks reduce Relentless Pursuit's cooldown.;40/30/20/10/0;22/20/18/16/14;The Culling;Lucian unleashes a torrent of shots from his weapons.;100/100/100;110/100/90
Lulu;117;Lulu;the Fae Sorceress;20/3/2012;15;11.6%;51.4%;9.5%;1.5/4.9/14.7;0.0000;The yordle mage Lulu is known for conjuring dreamlike illusions and fanciful creatures as she roams Runeterra with her fairy companion Pix. Lulu shapes reality on a whim, warping the fabric of the world, and what she views as the constraints of this...;4;5;7;5;Support;Ranged;Support,Mage;Mana;525;74;350;55;330;29;3.7;30;0.5;550;6;0.6;11;0.6;47;2.6;0.625;2.25;Glitterlance;Pix and Lulu each fire a bolt of magical energy that heavily slows all enemies it hits. An enemy can only be damaged by one bolt.;50/55/60/65/70;7/7/7/7/7;Whimsy;If cast on an ally, grants them Attack Speed and Movement Speed for a short time. If cast on an enemy, turns them into an adorable critter that can't attack or cast spells.;65/65/65/65/65;16/15/14/13/12;Help, Pix!;If cast on an ally, commands Pix to jump to an ally and shield them. He then follows them and aids their attacks. If cast on an enemy, commands Pix to jump to an enemy and damage them. He then follows them and grants you vision of that enemy.;60/65/70/75/80;8/8/8/8/8;Wild Growth;Lulu enlarges an ally, knocking nearby enemies into the air and granting the ally a large amount of bonus health. For the next few seconds, that ally gains an aura that slows nearby enemies.;100/100/100;110/95/80
Lux;99;Lux;the Lady of Luminosity;19/10/2010;7;15.5%;50.2%;8.2%;5.2/6.2/10.6;0.0001;Luxanna Crownguard hails from Demacia, an insular realm where magical abilities are viewed with fear and suspicion. Able to bend light to her will, she grew up dreading discovery and exile, and was forced to keep her power secret, in order to preserve...;2;4;9;5;Middle,Support;Ranged;Mage,Support;Mana;490;85;480;23.5;330;18.72;4;30;0.5;550;5.5;0.55;8;0.8;53.54;3.3;0.669;1;Light Binding;Lux releases a sphere of light that binds and deals damage to up to two enemy units.;50/50/50/50/50;11/10.5/10/9.5/9;Prismatic Barrier;Lux throws her wand and bends the light around any friendly target it touches, protecting them from enemy damage.;60/60/60/60/60;14/13/12/11/10;Lucent Singularity;Fires an anomaly of twisted light to an area, which slows nearby enemies. Lux can detonate it to damage enemies in the area of effect.;70/80/90/100/110;10/9.5/9/8.5/8;Final Spark;After gathering energy, Lux fires a beam of light that deals damage to all targets in the area. In addition, triggers Lux's passive ability and refreshes the Illumination debuff duration.;100/100/100;80/60/40
Malphite;54;Malphite;Shard of the Monolith;2/9/2009;54;6.3%;50.4%;7.1%;5.1/5.4/8.2;0.0002;A massive creature of living stone, Malphite struggles to impose blessed order on a chaotic world. Birthed as a servitor-shard to an otherworldly obelisk known as the Monolith, he used his tremendous elemental strength to maintain and protect his...;5;9;7;2;Top,Middle,Support;Melee;Tank,Fighter;Mana;574.2;90;282.2;40;335;37;3.75;32.1;1.25;125;7;0.55;7.324;0.55;61.97;4;0.736;3.4;Seismic Shard;Using his primal elemental magic, Malphite sends a shard of the earth through the ground at his foe, dealing damage upon impact and stealing Movement Speed for 3 seconds.;70/75/80/85/90;8/8/8/8/8;Thunderclap;Malphite attacks with such force that it creates a sonic boom. For the next few seconds, his attacks create aftershocks in front of him.;30/35/40/45/50;12/12/12/12/12;Ground Slam;Malphite slams the ground, sending out a shockwave that deals magic damage based on his Armor as damage and reduces the Attack Speed of enemies for a short duration.;50/55/60/65/70;7/7/7/7/7;Unstoppable Force;Malphite ferociously charges to a location, damaging enemies and knocking them into the air.;100/100/100;130/105/80
Malzahar;90;Malzahar;the Prophet of the Void;1/6/2010;78;4.9%;50.6%;6.8%;5.1/5.9/7.6;0.0002;A zealous seer dedicated to the unification of all life, Malzahar truly believes the newly emergent Void to be the path to Runeterra's salvation. In the desert wastes of Shurima, he followed the voices that whispered in his mind, all the way to ancient...;2;2;9;6;Middle;Ranged;Mage,Assassin;Mana;537;87;375;27.5;335;18;3.5;30;0.5;500;6;0.6;8;0.8;55;3;0.625;1.5;Call of the Void;Malzahar opens up two portals to the Void. After a short delay, they fire projectiles that deal Magic Damage and silence enemy champions.;80/80/80/80/80;6/6/6/6/6;Void Swarm;Malzahar summons Voidlings to attack nearby enemies.;40/45/50/55/60;8/8/8/8/8;Malefic Visions;Malzahar infects his target's mind with cruel visions of their demise, dealing damage over time. Using Malzahar's other spells on the target will refresh the visions.<br><br>If the target dies while afflicted by the visions, they pass on to a nearby enemy unit and Malzahar gains Mana. Malzahar's Voidlings are attracted to affected units.;60/70/80/90/100;15/13/11/9/7;Nether Grasp;Malzahar channels the essence of the Void to suppress an enemy champion over a zone of damaging negative energy.;100/100/100;140/110/80
